ENSG00000198888	MT-ND1
ENSG00000164604	GPR85
ENSG00000171777	RASGRP4
ENSG00000160593	AMICA1
ENSG00000066777	ARFGEF1
ENSG00000204174	NPY4R
ENSG00000270882	HIST1H4F
ENSG00000102048	ASB9
ENSG00000124357	NAGK
ENSG00000149488	TMC2
ENSG00000142530	FAM71E1
ENSG00000181982	CCDC149
ENSG00000179195	ZFP664
ENSG00000163735	CXCL5
ENSG00000092531	SNAP23
ENSG00000165102	HGSNAT
ENSG00000035403	VCL
ENSG00000186335	SLC36A2
ENSG00000136811	ODF2
ENSG00000166598	HSP90B1
ENSG00000145888	GLRA1
ENSG00000085872	CHERP
ENSG00000159063	ALG8
ENSG00000160818	GPATCH4
ENSG00000103174	NAGPA
ENSG00000119900	OGFRL1
ENSG00000136492	BRIP1
ENSG00000170759	KIF5B
ENSG00000142166	IFNAR1
ENSG00000119673	ACOT3
ENSG00000119673	ACOT5
ENSG00000119673	ACOT1
ENSG00000119673	ACOT2
ENSG00000110330	BIRC2
ENSG00000171236	LRG1
ENSG00000068079	IFI35
ENSG00000204334	ERICH2
ENSG00000122547	EEPD1
ENSG00000150594	ADRA2A
ENSG00000179344	H2-AB1
ENSG00000146950	SHROOM2
ENSG00000125851	PCSK2
ENSG00000183337	BCOR
ENSG00000184271	POU6F1
ENSG00000091844	RGS17
ENSG00000067048	DDX3Y
ENSG00000107443	CCNJ
ENSG00000143341	HMCN1
ENSG00000087157	PGS1
ENSG00000256525	POLG2
ENSG00000132510	KDM6B
ENSG00000106086	PLEKHA8
ENSG00000140511	HAPLN3
ENSG00000166226	CCT2
ENSG00000070404	FSTL3
ENSG00000167721	TSR1
ENSG00000165671	NSD1
ENSG00000182923	CEP63
ENSG00000173473	SMARCC1
ENSG00000066084	DIP2B
ENSG00000197548	ATG7
ENSG00000213096	ZFP429
ENSG00000213096	ZFP738
ENSG00000213096	ZFP953
ENSG00000213096	ZFP58
ENSG00000213096	ZFP874B
ENSG00000213096	RSLCAN18
ENSG00000213096	ZFP874A
ENSG00000213096	ZFP65
ENSG00000213096	ZFP595
ENSG00000213096	ZFP708
ENSG00000213096	ZFP457
ENSG00000213096	ZFP456
ENSG00000213096	ZFP273
ENSG00000213096	ZFP85
ENSG00000213096	ZFP493
ENSG00000213096	RSL1
ENSG00000213096	ZFP455
ENSG00000213096	GM28557
ENSG00000213096	ZFP87
ENSG00000213096	ZFP458
ENSG00000213096	ZFP72
ENSG00000213096	ZFP459
ENSG00000213096	GM9894
ENSG00000171561	OLFR520
ENSG00000171561	OLFR521
ENSG00000107290	SETX
ENSG00000132677	RHBG
ENSG00000132677	GM38392
ENSG00000136297	MMD2
ENSG00000085365	SCAMP1
ENSG00000162062	1600002H07RIK
ENSG00000100416	TRMU
ENSG00000021776	AQR
ENSG00000281990	IGHV1-62-2
ENSG00000281990	IGHV1-78
ENSG00000281990	IGHV1-63
ENSG00000281990	IGHV1-52
ENSG00000281990	IGHV1-69
ENSG00000281990	IGHV1-54
ENSG00000281990	IGHV1-76
ENSG00000281990	IGHV1-62-3
ENSG00000281990	IGHV1-7
ENSG00000281990	IGHV1-42
ENSG00000281990	IGHV1-62-1
ENSG00000281990	IGHV1-53
ENSG00000281990	IGHV1-74
ENSG00000281990	IGHV1-59
ENSG00000281990	IGHV1-84
ENSG00000281990	IGHV14-2
ENSG00000281990	IGHV14-3
ENSG00000281990	IGHV1-12
ENSG00000281990	IGHV1-50
ENSG00000281990	IGHV1-26
ENSG00000281990	IGHV14-1
ENSG00000281990	IGHV1-18
ENSG00000281990	IGHV1-56
ENSG00000281990	IGHV1-22
ENSG00000281990	IGHV1-66
ENSG00000281990	IGHV1-72
ENSG00000281990	IGHV1-43
ENSG00000281990	IGHV1-9
ENSG00000281990	IGHV1-55
ENSG00000281990	IGHV1-71
ENSG00000281990	IGHV1-75
ENSG00000281990	IGHV14-4
ENSG00000281990	IGHV1-64
ENSG00000281990	IGHV1-77
ENSG00000183434	TFDP1
ENSG00000248144	ADH1
ENSG00000184470	TXNRD2
ENSG00000141497	ZMYND15
ENSG00000107036	RIC1
ENSG00000172322	CLEC12A
ENSG00000111229	ARPC3
ENSG00000135363	LMO2
ENSG00000130368	MAS1
ENSG00000124721	DNAH8
ENSG00000105146	AURKC
ENSG00000136546	SCN7A
ENSG00000280670	CCDC163
ENSG00000272414	FAM47E
ENSG00000139350	NEDD1
ENSG00000168701	TMEM208
ENSG00000213719	CLIC1
ENSG00000103355	PRSS33
ENSG00000105290	APLP1
ENSG00000126456	IRF3
ENSG00000125347	IRF1
ENSG00000071564	TCF3
ENSG00000108848	LUC7L3
ENSG00000221978	CCNL2
ENSG00000170615	SLC26A5
ENSG00000134444	2310035C23RIK
ENSG00000084463	WBP11
ENSG00000000460	BC055324
ENSG00000166573	GALR1
ENSG00000163867	ZMYM6
ENSG00000203795	FAM24A
ENSG00000203795	1700007K09RIK
ENSG00000170214	ADRA1B
ENSG00000090316	MAEA
ENSG00000164687	FABP5
ENSG00000160117	ANKLE1
ENSG00000078399	HOXA9
ENSG00000096063	SRPK1
ENSG00000176485	PLA2G16
ENSG00000183150	GPR19
ENSG00000136270	TBRG4
ENSG00000168135	KCNJ4
ENSG00000160396	HIPK4
ENSG00000076248	UNG
ENSG00000128185	DGCR6
ENSG00000163904	SENP2
ENSG00000204531	POU5F1
ENSG00000152207	CYSLTR2
ENSG00000186081	KRT5
ENSG00000108100	CCNY
ENSG00000253293	HOXA10
ENSG00000170500	LONRF2
ENSG00000104290	FZD3
ENSG00000180917	CMTR2
ENSG00000182534	MXRA7
ENSG00000185716	BC030336
ENSG00000186310	NAP1L3
ENSG00000185499	MUC1
ENSG00000063244	U2AF2
ENSG00000184709	LRRC26
ENSG00000104218	CSPP1
ENSG00000154975	CAR10
ENSG00000177888	ZBTB41
ENSG00000183559	4933402N03RIK
ENSG00000115263	GCG
ENSG00000128581	IFT22
ENSG00000132382	MYBBP1A
ENSG00000134256	CD101
ENSG00000221986	MYBPHL
ENSG00000126010	GRPR
ENSG00000171307	ZDHHC16
ENSG00000126602	TRAP1
ENSG00000111181	SLC6A12
ENSG00000122386	ZFP13
ENSG00000115808	STRN
ENSG00000174233	ADCY6
ENSG00000180008	SOCS4
ENSG00000161914	ZFP653
ENSG00000183246	RIMBP3
ENSG00000198258	GM16381
ENSG00000198258	UBL5
ENSG00000282608	ADORA3
ENSG00000239388	ASB14
ENSG00000204569	PPP1R10
ENSG00000166509	CLEC3A
ENSG00000108821	COL1A1
ENSG00000140854	KATNB1
ENSG00000131668	BARX1
ENSG00000178951	ZBTB7A
ENSG00000249581	CLRN2
ENSG00000167930	FAM234A
ENSG00000181396	OGFOD3
ENSG00000170608	FOXA3
ENSG00000151917	BEND6
ENSG00000109790	KLHL5
ENSG00000187134	AKR1C14
ENSG00000187134	AKR1C18
ENSG00000187134	AKR1CL
ENSG00000187134	AKR1C6
ENSG00000187134	AKR1C12
ENSG00000187134	AKR1C13
ENSG00000187134	AKR1C21
ENSG00000187134	AKR1C19
ENSG00000187134	AKR1C20
ENSG00000186469	GNG2
ENSG00000175203	DCTN2
ENSG00000144909	OSBPL11
ENSG00000186862	PDZD7
ENSG00000141012	GALNS
ENSG00000112237	CCNC
ENSG00000237649	KIFC5B
ENSG00000237649	KIFC1
ENSG00000143119	CD53
ENSG00000189114	BLOC1S3
ENSG00000140939	NOL3
ENSG00000186326	RGS9BP
ENSG00000132259	CNGA4
ENSG00000085276	MECOM
ENSG00000120049	KCNIP2
ENSG00000079112	CDH17
ENSG00000182952	HMGN2
ENSG00000182952	GM6594
ENSG00000182952	GM16494
ENSG00000182952	GM20379
ENSG00000182952	GM10282
ENSG00000111432	FZD10
ENSG00000196578	OLFR199
ENSG00000196578	OLFR198
ENSG00000196578	OLFR202
ENSG00000196578	OLFR201
ENSG00000148358	GPR107
ENSG00000125878	TCF15
ENSG00000136261	BZW2
ENSG00000161217	PCYT1A
ENSG00000146378	TAAR2
ENSG00000170264	FAM161A
ENSG00000198836	OPA1
ENSG00000167526	RPL13-PS3
ENSG00000167526	RPL13
ENSG00000167775	CD320
ENSG00000110075	PPP6R3
ENSG00000130305	NSUN5
ENSG00000136449	MYCBPAP
ENSG00000120436	GPR31B
ENSG00000165152	TMEM246
ENSG00000204290	BTNL2
ENSG00000143314	MRPL24
ENSG00000179588	ZFPM1
ENSG00000205238	SPDYE4A
ENSG00000205238	SPDYE4B
ENSG00000133454	MYO18B
ENSG00000148680	HTR7
ENSG00000205464	ATP6AP1L
ENSG00000126581	BECN1
ENSG00000275183	LENG9
ENSG00000126861	OMG
ENSG00000077235	GTF3C1
ENSG00000104231	ZFAND1
ENSG00000158156	XKR8
ENSG00000101670	LIPG
ENSG00000198961	PJA2
ENSG00000186583	SPATC1
ENSG00000157150	TIMP4
ENSG00000114200	BCHE
ENSG00000077463	SIRT6
ENSG00000101251	SEL1L2
ENSG00000198169	ZFP251
ENSG00000168813	ZFP507
ENSG00000153207	AHCTF1
ENSG00000112118	MCM3
ENSG00000177663	IL17RA
ENSG00000278463	HIST1H2AO
ENSG00000278463	HIST1H2AI
ENSG00000278463	HIST1H2AB
ENSG00000104870	FCGRT
ENSG00000093009	CDC45
ENSG00000123066	MED13L
ENSG00000198736	MSRB1
ENSG00000185567	AHNAK2
ENSG00000205903	ZFP316
ENSG00000127743	IL17B
ENSG00000173918	C1QTNF1
ENSG00000172361	CFAP53
ENSG00000100302	RASD2
ENSG00000112576	CCND3
ENSG00000108175	ZMIZ1
ENSG00000169495	HTRA4
ENSG00000169379	ARL13B
ENSG00000169567	HINT1
ENSG00000167085	PHB
ENSG00000155099	TMEM55A
ENSG00000141034	GID4
ENSG00000204612	FOXB2
ENSG00000170442	KRT83
ENSG00000170442	KRT81
ENSG00000170442	KRT86
ENSG00000170442	5430421N21RIK
ENSG00000136816	TOR1B
ENSG00000163125	RPRD2
ENSG00000159217	IGF2BP1
ENSG00000169504	CLIC4
ENSG00000185245	GP1BA
ENSG00000183798	EMILIN3
ENSG00000130943	PKDREJ
ENSG00000203733	GJE1
ENSG00000109684	CLNK
ENSG00000179403	VWA1
ENSG00000134330	IAH1
ENSG00000110680	CALCA
ENSG00000168071	CCDC88B
ENSG00000104412	EMC2
ENSG00000180116	CN725425
ENSG00000237254	TRBV31
ENSG00000155975	VPS37A
ENSG00000214456	PLIN5
ENSG00000143702	CEP170
ENSG00000137968	SLC44A5
ENSG00000269741	KLK9
ENSG00000179058	1700001O22RIK
ENSG00000196937	FAM3C
ENSG00000109047	RCVRN
ENSG00000088899	LZTS3
ENSG00000272674	PCDHB17
ENSG00000197043	ANXA6
ENSG00000176209	SMIM19
ENSG00000184719	RNLS
ENSG00000133477	FAM83F
ENSG00000163114	PDHA2
ENSG00000128881	TTBK2
ENSG00000173239	LIPM
ENSG00000005483	KMT2E
ENSG00000122490	PQLC1
ENSG00000078070	MCCC1
ENSG00000164440	TXLNB
ENSG00000177465	ACOT4
ENSG00000249459	ZFP286
ENSG00000156395	SORCS3
ENSG00000132773	TOE1
ENSG00000108830	RND2
ENSG00000148331	ASB6
ENSG00000270885	RASL10B
ENSG00000171303	KCNK3
ENSG00000221933	OLFR447
ENSG00000175868	CALCB
ENSG00000106803	SEC61B
ENSG00000106803	GM10320
ENSG00000175220	ARHGAP1
ENSG00000204152	GM10273
ENSG00000204152	TIMM23
ENSG00000124491	F13A1
ENSG00000120328	PCDHB19
ENSG00000140694	PARN
ENSG00000280236	OLFR103
ENSG00000280236	OLFR102
ENSG00000280236	OLFR101
ENSG00000090447	TFAP4
ENSG00000197226	TBC1D9B
ENSG00000164219	PGGT1B
ENSG00000007541	PIGQ
ENSG00000182870	GALNT9
ENSG00000181852	RNF41
ENSG00000086506	HBQ1B
ENSG00000086506	HBQ1A
ENSG00000090376	IRAK3
ENSG00000179168	GGN
ENSG00000273259	SERPINA3G
ENSG00000273259	SERPINA3M
ENSG00000273259	SERPINA3K
ENSG00000273259	SERPINA3B
ENSG00000273259	SERPINA3N
ENSG00000273259	SERPINA3F
ENSG00000273259	SERPINA3C
ENSG00000273259	SERPINA3A
ENSG00000273259	SERPINA3I
ENSG00000273259	SERPINA3J
ENSG00000186092	OLFR1293-PS
ENSG00000186092	OLFR1289
ENSG00000177239	MAN1B1
ENSG00000152422	XRCC4
ENSG00000136872	ALDOB
ENSG00000115904	SOS1
ENSG00000140743	CDR2
ENSG00000179615	OLFR767
ENSG00000179615	OLFR765
ENSG00000152942	RAD17
ENSG00000143147	GPR161
ENSG00000180016	OLFR391-PS
ENSG00000180016	OLFR394
ENSG00000180016	OLFR390
ENSG00000180016	OLFR382
ENSG00000180016	OLFR20
ENSG00000180016	OLFR376
ENSG00000180016	OLFR385
ENSG00000180016	OLFR1
ENSG00000180016	OLFR384
ENSG00000180016	OLFR396-PS1
ENSG00000180016	OLFR378
ENSG00000180016	OLFR381
ENSG00000180016	OLFR23
ENSG00000180016	OLFR393
ENSG00000012174	MBTPS2
ENSG00000151952	TMEM132D
ENSG00000092820	EZR
ENSG00000153443	UBALD1
ENSG00000205572	SERF1
ENSG00000185787	MORF4L1
ENSG00000139998	RAB15
ENSG00000018189	RUFY3
ENSG00000115694	STK25
ENSG00000010626	LRRC23
ENSG00000226650	KIF4
ENSG00000122299	ZC3H7A
ENSG00000198815	FOXJ3
ENSG00000119723	COQ6
ENSG00000080618	CPB2
ENSG00000143217	PVRL4
ENSG00000166949	SMAD3
ENSG00000205327	OLFR780
ENSG00000230797	YY2
ENSG00000167004	PDIA3
ENSG00000214694	ARHGEF33
ENSG00000173456	GM9008
ENSG00000173456	RNF26
ENSG00000148110	HIATL1
ENSG00000242689	CNTF
ENSG00000187908	DMBT1
ENSG00000108733	PEX12
ENSG00000111877	MCM9
ENSG00000128709	HOXD9
ENSG00000197181	PIWIL2
ENSG00000172031	EPHX4
ENSG00000149582	TMEM25
ENSG00000120322	PCDHB16
ENSG00000273049	HOXC5
ENSG00000213889	PPM1N
ENSG00000060656	PTPRU
ENSG00000198939	ZFP2
ENSG00000138035	PNPT1
ENSG00000146038	DCDC2A
ENSG00000254585	MAGEL2
ENSG00000078177	N4BP2
ENSG00000184378	ACTRT3
ENSG00000257108	NHLRC4
ENSG00000114026	OGG1
ENSG00000203811	HIST1H3F
ENSG00000203811	HIST1H3D
ENSG00000173020	ADRBK1
ENSG00000015520	NPC1L1
ENSG00000150526	MIA2
ENSG00000135074	ADAM19
ENSG00000211698	TCRG-V7
ENSG00000168237	GLYCTK
ENSG00000119318	RAD23B
ENSG00000065150	IPO5
ENSG00000148488	ST8SIA6
ENSG00000140750	ARHGAP17
ENSG00000181754	AMIGO1
ENSG00000105865	DUS4L
ENSG00000070808	CAMK2A
ENSG00000152270	PDE3B
ENSG00000168710	AHCYL1
ENSG00000189157	FAM47E
ENSG00000164091	WDR82
ENSG00000131475	VPS25
ENSG00000140553	UNC45A
ENSG00000177558	FAM187B
ENSG00000149506	ZP1
ENSG00000162104	ADCY9
ENSG00000134294	SLC38A2
ENSG00000140451	PIF1
ENSG00000107864	CPEB3
ENSG00000089169	RPH3A
ENSG00000173621	LRFN4
ENSG00000177565	TBL1XR1
ENSG00000159199	ATP5G1
ENSG00000158793	NIT1
ENSG00000166888	STAT6
ENSG00000043093	DCUN1D1
ENSG00000162592	CCDC27
ENSG00000179583	CIITA
ENSG00000185250	PPIL6
ENSG00000132763	MMACHC
ENSG00000130159	ECSIT
ENSG00000147588	PMP2
ENSG00000205186	FABP9
ENSG00000205186	GM37389
ENSG00000010404	IDS
ENSG00000109065	NAT9
ENSG00000211899	IGHM
ENSG00000197299	BLM
ENSG00000007314	SCN4A
ENSG00000063245	EPN1
ENSG00000232535	OLFR190
ENSG00000256060	TRAPPC2
ENSG00000256060	0610009B22RIK
ENSG00000174132	FAM174A
ENSG00000161180	CCDC116
ENSG00000154646	TMPRSS15
ENSG00000164808	SPIDR
ENSG00000108349	CASC3
ENSG00000138892	TTLL8
ENSG00000070761	CFAP20
ENSG00000197959	DNM3
ENSG00000214128	TMEM213
ENSG00000198814	GK
ENSG00000163617	CCDC191
ENSG00000196482	ESRRG
ENSG00000116830	TTF2
ENSG00000237452	GM4969
ENSG00000168743	NPNT
ENSG00000029364	SLC39A9
ENSG00000158792	SPATA2L
ENSG00000184508	HDDC3
ENSG00000102401	ARMCX3
ENSG00000198455	ZXDB
ENSG00000175874	CREG2
ENSG00000172216	CEBPB
ENSG00000180210	F2
ENSG00000263639	MSMB
ENSG00000137992	DBT
ENSG00000114686	MRPL3
ENSG00000138587	MNS1
ENSG00000117748	RPA2
ENSG00000130717	UCK1
ENSG00000161664	ASB16
ENSG00000241563	CORT
ENSG00000185670	ZBTB3
ENSG00000172113	NME6
ENSG00000125888	BANF2
ENSG00000112685	EXOC2
ENSG00000213445	SIPA1
ENSG00000146276	GABRR1
ENSG00000104388	RAB2A
ENSG00000135905	DOCK10
ENSG00000164171	ITGA2
ENSG00000185863	TMEM210
ENSG00000116793	PHTF1
ENSG00000063854	HAGH
ENSG00000137962	ARHGAP29
ENSG00000165029	ABCA1
ENSG00000122733	PHF24
ENSG00000167123	CERCAM
ENSG00000165553	NGB
ENSG00000143815	LBR
ENSG00000169347	GP2
ENSG00000185448	4930402K13RIK
ENSG00000185448	FAM47C
ENSG00000185448	4930480E11RIK
ENSG00000104866	PPP1R37
ENSG00000139613	SMARCC2
ENSG00000188996	HUS1B
ENSG00000184682	PRR33
ENSG00000184148	SPRR4
ENSG00000189023	MAGEB16
ENSG00000139278	GLIPR1
ENSG00000149294	NCAM1
ENSG00000176928	GCNT4
ENSG00000187642	PERM1
ENSG00000115183	TANC1
ENSG00000182963	GJC1
ENSG00000075651	PLD1
ENSG00000149573	MPZL2
ENSG00000153406	NMRAL1
ENSG00000163207	IVL
ENSG00000154415	PPP1R3A
ENSG00000055211	GINM1
ENSG00000105426	PTPRS
ENSG00000180185	FAHD1
ENSG00000130948	HSD17B3
ENSG00000225921	NOL7
ENSG00000127527	EPS15L1
ENSG00000088448	ANKRD10
ENSG00000196431	CRYBA4
ENSG00000100191	SLC5A4B
ENSG00000100191	SLC5A4A
ENSG00000102878	HSF4
ENSG00000156531	PHF6
ENSG00000196188	CTSE
ENSG00000137558	PI15
ENSG00000011454	RABGAP1
ENSG00000108671	PSMD11
ENSG00000147642	SYBU
ENSG00000156304	SCAF4
ENSG00000175606	TMEM70
ENSG00000178522	AMBN
ENSG00000159917	ZFP114
ENSG00000159917	ZFP108
ENSG00000159917	ZFP235
ENSG00000159917	ZFP109
ENSG00000159917	ZFP93
ENSG00000197980	LEKR1
ENSG00000170703	TTLL6
ENSG00000172159	FRMD3
ENSG00000168070	1700123I01RIK
ENSG00000078699	CBFA2T2
ENSG00000148843	PDCD11
ENSG00000125879	OTOR
ENSG00000119953	SMNDC1
ENSG00000177200	CHD9
ENSG00000078589	P2RY10
ENSG00000133985	TTC9
ENSG00000106648	GALNTL5
ENSG00000136051	A230046K03RIK
ENSG00000126243	LRFN3
ENSG00000225526	MKRN2OS
ENSG00000165115	KIF27
ENSG00000116819	TFAP2E
ENSG00000132423	COQ3
ENSG00000107372	ZFAND5
ENSG00000215853	RPTN
ENSG00000169594	BNC1
ENSG00000122687	FTSJ2
ENSG00000115461	IGFBP5
ENSG00000167969	ECI1
ENSG00000114735	HEMK1
ENSG00000197121	PGAP1
ENSG00000111581	NUP107
ENSG00000158164	TMSB15B2
ENSG00000158164	TMSB15B1
ENSG00000158164	TMSB15L
ENSG00000108950	FAM20A
ENSG00000110274	CEP164
ENSG00000151466	SCLT1
ENSG00000138131	LOXL4
ENSG00000174547	MRPL11
ENSG00000173812	EIF1
ENSG00000130584	ZBTB46
ENSG00000198420	TCAF1
ENSG00000145390	USP53
ENSG00000111530	CAND1
ENSG00000115604	IL18R1
ENSG00000078237	TIGAR
ENSG00000111907	TPD52L1
ENSG00000151247	EIF4E
ENSG00000258227	CLEC5A
ENSG00000163958	ZDHHC19
ENSG00000087903	RFX2
ENSG00000173264	GPR137
ENSG00000125375	ATP5S
ENSG00000178538	CAR8
ENSG00000113520	IL4
ENSG00000121904	CSMD2
ENSG00000277150	F8A
ENSG00000085719	CPNE3
ENSG00000108370	RGS9
ENSG00000065548	ZC3H15
ENSG00000138769	CDKL2
ENSG00000133818	RRAS2
ENSG00000167962	ZFP598
ENSG00000142065	ZFP14
ENSG00000131746	TNS4
ENSG00000198743	SLC5A3
ENSG00000137561	TTPA
ENSG00000129993	CBFA2T3
ENSG00000188338	SLC38A3
ENSG00000164105	SAP30
ENSG00000221923	B020011L13RIK
ENSG00000221923	GM7145
ENSG00000134028	ADAMDEC1
ENSG00000033030	ZCCHC8
ENSG00000148660	CAMK2G
ENSG00000147059	GM21637
ENSG00000147059	SPIN2D
ENSG00000147059	SPIN2E
ENSG00000147059	GM2854
ENSG00000147059	SPIN2-PS6
ENSG00000147059	SPIN2G
ENSG00000147059	GM5926
ENSG00000147059	SPIN2F
ENSG00000198270	TMEM116
ENSG00000154511	FAM69A
ENSG00000100433	KCNK10
ENSG00000172752	COL6A5
ENSG00000145626	UGT3A2
ENSG00000145626	UGT3A1
ENSG00000105967	TFEC
ENSG00000145495	42435
ENSG00000100288	CHKB
ENSG00000169255	B3GALNT1
ENSG00000240038	AMY1
ENSG00000240038	AMY2A1
ENSG00000240038	AMY2A2
ENSG00000240038	AMY2A5
ENSG00000240038	AMY2A3
ENSG00000240038	AMY2A4
ENSG00000101152	DNAJC5
ENSG00000217930	PAM16
ENSG00000217930	GM9803
ENSG00000139220	PPFIA2
ENSG00000163673	DCLK3
ENSG00000125869	LAMP5
ENSG00000129219	PLD2
ENSG00000124232	RBPJL
ENSG00000133639	BTG1-PS1
ENSG00000133639	BTG1-PS2
ENSG00000133639	BTG1
ENSG00000142188	TMEM50B
ENSG00000173546	CSPG4
ENSG00000197965	MPZL1
ENSG00000143158	MPC2
ENSG00000186716	BCR
ENSG00000168769	TET2
ENSG00000183878	UTY
ENSG00000164117	FBXO8
ENSG00000135097	MSI1
ENSG00000183688	FAM101B
ENSG00000185958	FAM186A
ENSG00000111684	LPCAT3
ENSG00000136193	SCRN1
ENSG00000170953	OLFR876
ENSG00000170953	OLFR875
ENSG00000170953	OLFR874
ENSG00000165949	IFI27
ENSG00000133884	DPF2
ENSG00000269964	MEI4
ENSG00000026103	FAS
ENSG00000120833	GM9847
ENSG00000120833	SOCS2
ENSG00000144744	UBA3
ENSG00000143353	LYPLAL1
ENSG00000164509	IL31RA
ENSG00000163069	SGCB
ENSG00000163012	ZSWIM2
ENSG00000177427	MIEF2
ENSG00000141665	FBXO15
ENSG00000156687	UNC5D
ENSG00000101337	TM9SF4
ENSG00000166682	TMPRSS5
ENSG00000164073	MFSD8
ENSG00000197006	METTL9
ENSG00000256771	ZFP429
ENSG00000256771	ZFP738
ENSG00000256771	ZFP953
ENSG00000256771	ZFP58
ENSG00000256771	ZFP874B
ENSG00000256771	RSLCAN18
ENSG00000256771	ZFP874A
ENSG00000256771	ZFP65
ENSG00000256771	ZFP595
ENSG00000256771	ZFP708
ENSG00000256771	ZFP457
ENSG00000256771	ZFP456
ENSG00000256771	ZFP273
ENSG00000256771	ZFP85
ENSG00000256771	ZFP493
ENSG00000256771	RSL1
ENSG00000256771	ZFP455
ENSG00000256771	GM28557
ENSG00000256771	ZFP87
ENSG00000256771	ZFP458
ENSG00000256771	ZFP72
ENSG00000256771	ZFP459
ENSG00000256771	GM9894
ENSG00000100526	CDKN3
ENSG00000113812	ACTR8
ENSG00000143436	MRPL9
ENSG00000175556	LONRF3
ENSG00000123091	RNF11
ENSG00000167617	CDC42EP5
ENSG00000133466	C1QTNF6
ENSG00000129354	AP1M2
ENSG00000197106	SLC6A17
ENSG00000180992	MRPL14
ENSG00000164199	ADGRV1
ENSG00000158296	SLC13A3
ENSG00000065833	ME1
ENSG00000170929	OLFR24
ENSG00000139651	ZFP740
ENSG00000167700	MFSD3
ENSG00000164508	HIST1H2AA
ENSG00000179468	OLFR459
ENSG00000137634	NXPE4
ENSG00000162971	TYW5
ENSG00000168481	LGI3
ENSG00000171243	SOSTDC1
ENSG00000119977	TCTN3
ENSG00000005206	SPPL2B
ENSG00000177105	RHOG
ENSG00000230178	OLFR1303
ENSG00000175329	ISX
ENSG00000127191	TRAF2
ENSG00000037757	MRI1
ENSG00000182621	PLCB1
ENSG00000161638	ITGA5
ENSG00000147316	MCPH1
ENSG00000268447	SSXB3
ENSG00000268447	SSXB10
ENSG00000268447	GM5751
ENSG00000268447	GM14459
ENSG00000268447	SSXB2
ENSG00000268447	GM21876
ENSG00000268447	SSX9
ENSG00000268447	SSXB8
ENSG00000268447	GM6592
ENSG00000268447	SSXB6
ENSG00000268447	SSXA1
ENSG00000268447	SSXB9
ENSG00000268447	SSXB5
ENSG00000268447	SSXB1
ENSG00000086300	SNX10
ENSG00000174243	DDX23
ENSG00000130021	HDHD1A
ENSG00000136933	RABEPK
ENSG00000073754	CD5L
ENSG00000170417	TMEM182
ENSG00000156509	FBXO43
ENSG00000036530	CYP46A1
ENSG00000240771	ARHGEF25
ENSG00000129167	TPH1
ENSG00000116260	QSOX1
ENSG00000100033	PRODH
ENSG00000100201	DDX17
ENSG00000178279	TNP2
ENSG00000116604	MEF2D
ENSG00000107554	DNMBP
ENSG00000151500	THYN1
ENSG00000145901	TNIP1
ENSG00000167895	TMC8
ENSG00000163320	CGGBP1
ENSG00000148572	NRBF2
ENSG00000165458	INPPL1
ENSG00000163362	5730559C18RIK
ENSG00000144445	KANSL1L
ENSG00000211699	TCRG-V7
ENSG00000116580	GON4L
ENSG00000164951	PDP1
ENSG00000144736	SHQ1
ENSG00000170689	HOXB9
ENSG00000154310	TNIK
ENSG00000165462	PHOX2A
ENSG00000164944	1110037F02RIK
ENSG00000106113	CRHR2
ENSG00000162244	GM10709
ENSG00000162244	GM3550
ENSG00000162244	GM5218
ENSG00000162244	GM17669
ENSG00000162244	GM4889
ENSG00000162244	RPL29
ENSG00000122543	OCM
ENSG00000180628	PCGF5
ENSG00000080345	RIF1
ENSG00000185559	DLK1
ENSG00000110060	PUS3
ENSG00000125651	GTF2F1
ENSG00000204209	DAXX
ENSG00000160145	KALRN
ENSG00000122515	ZMIZ2
ENSG00000159256	MORC3
ENSG00000170310	STX8
ENSG00000169031	COL4A3
ENSG00000059804	SLC2A3
ENSG00000148356	LRSAM1
ENSG00000161091	MFSD12
ENSG00000162377	COA7
ENSG00000198108	CHSY3
ENSG00000107105	ELAVL2
ENSG00000116521	SCAMP3
ENSG00000008056	SYN1
ENSG00000168779	SHOX2
ENSG00000158796	DEDD
ENSG00000187189	TSPYL4
ENSG00000116473	RAP1A
ENSG00000224689	ZFP266
ENSG00000276043	UHRF1
ENSG00000115657	ABCB6
ENSG00000153832	FBXO36
ENSG00000133116	KL
ENSG00000198586	TLK1
ENSG00000155970	MICU3
ENSG00000185480	PARPBP
ENSG00000075785	RAB7
ENSG00000070087	PFN2
ENSG00000138161	CUZD1
ENSG00000152104	PTPN14
ENSG00000196098	OLFR181
ENSG00000196098	OLFR178
ENSG00000196098	OLFR180
ENSG00000183833	MAATS1
ENSG00000100122	CRYBB1
ENSG00000058091	CDK14
ENSG00000236032	OLFR190
ENSG00000187003	ACTL7A
ENSG00000116882	HAO2
ENSG00000172590	MRPL52
ENSG00000146457	WTAP
ENSG00000114541	FRMD4B
ENSG00000072133	RPS6KA6
ENSG00000279000	OLFR517
ENSG00000279000	OLFR514
ENSG00000279000	OLFR519
ENSG00000279000	OLFR518
ENSG00000279000	OLFR512
ENSG00000279000	OLFR516
ENSG00000170579	DLGAP1
ENSG00000259332	MTHFSL
ENSG00000259332	MTHFS
ENSG00000149806	FAU
ENSG00000149806	GM9843
ENSG00000214216	IQCJ
