P63101	YWHAZ
Q8VBX0	ASB13
Q91ZT9	ASB8
E9PZJ8	ASCC3
Q9EPB4	PYCARD
Q99MY8	ASH1L
Q91X20	ASH2L
Q8VBT9	ASPSCR1
Q8K2X1	ATP10D
Q8R429	ATP2A1
Q64518	ATP2A3
Q9R0K7	ATP2B2
Q80XR2	ATP2C1
P98200	ATP8A2
Q9Z2A5	ATE1
Q6P9S1	ATMIN
Q64436	ATP4A
Q9DCX2	ATP5H
P56382	ATP5E
P56135	ATP5J2
Q8C6B9	RPS19BP1
Q91YI4	ARRB2
Q9D0U9	ARV1
Q91WU5	AS3MT
Q9WV71	ASB4
Q9D1A4	ASB5
Q6X1Y6	ASIC3
Q03288	ASIP
O54827	ATP10A
Q5XF90	ATP13A4
Q6PIC6	ATP1A3
P97370	ATP1B3
Q8CDM1	ATAD2
Q60765	ATF3
O35451	ATF6B
Q8C9S8	ATG4A
Q8BGE6	ATG4B
Q8BGV9	ATG4D
Q9Z2E5	ATOH7
Q06185	ATP5I
Q9CPQ8	ATP5L
Q811I0	ATPAF1
Q6A051	ATRNL1
Q80U56	AVL9
Q6E1M8	AWAT2
Q62415	PPP1R13B
Q99ME6	ATP1B4
P56384	ATP5G3
Q80XK6	ATG2B
P50992	ATP4B
P03930	MTATP8
P98195	ATP9B
Q91YY4	ATPAF2
Q8BMG1	ATRIP
Q4VC17	ADAMTS18
P97857	ADAMTS1
Q9R001	ADAMTS5
P57110	ADAMTS8
P97477	AURKA
O88566	AXIN2
Q9Z222	B3GNT2
Q8BWP8	B4GAT1
Q9Z2Y2	B4GALT2
Q9JJ04	B4GALT4
Q8BGV7	KCTD13
Q922M3	KCTD10
Q9JL18	BACE2
Q61337	BAD
Q3UHD1	BAI1
Q9DCT6	BAP18
O70445	BARD1
P63157	BARHL1
Q8VD46	ASZ1
P98197	ATP11A
Q9Z1W8	ATP12A
Q6PIE5	ATP1A2
Q9WV27	ATP1A4
P14094	ATP1B1
P98199	ATP8B2
Q8K341	ATAT1
P16951	ATF2
O70191	ATF5
Q8R1P4	ATG10
Q6P4T0	ATG2A
P48985	ATOH1
Q99NA2	ATOH8
Q03265	ATP5A1
Q9WVK0	AGTRAP
O88398	AVIL
A2ADU9	AWAT1
Q3UZ57	AXDND1
P01887	B2M
P59270	B3GAT2
Q5JCS9	B3GNT3
Q3USF0	B3GNT6
O54904	B3GALT1
Q09199	B4GALNT2
Q766D5	B4GALNT4
P15535	B4GALT1
Q91YY2	B4GALT3
Q3UK10	B9D2
Q3UI43	BABAM1
P97302	BACH1
Q8BVR0	BANF2
Q60739	BAG1
Q8BKX1	BAIAP2
Q80VH0	BANK1
Q99PU7	BAP1
Q8VIB5	BARHL2
Q07813	BAX
Q8C1Z7	BBS4
Q8VBW5	BBX
Q99PV8	BCL11B
Q80YN3	BCAS1
Q8CCN5	BCAS3
Q9Z2F6	BCL3
Q9CXE2	BCL7A
Q8JZV9	BDH2
Q68EF6	BEGAIN
Q6PAL0	BEND3
Q6PFX2	BEND6
Q9D906	ATG7
Q6EBV9	ATG9B
Q9D8Z6	ATG101
Q8BP56	ATHL1
Q8BH66	ATL1
Q91YH5	ATL3
Q62388	ATM
O35126	ATN1
Q04646	FXYD2
P97450	ATP5J
P00848	MTATP6
Q64430	ATP7A
O70228	ATP9A
Q9D3D9	ATP5D
Q91VR2	ATP5C1
Q9DB20	ATP5O
Q769J6	ADAMTS13
P59384	ADAMTS15
Q69Z28	ADAMTS16
P59511	ADAMTS20
P27040	ACVR2B
O35484	AZIN1
Q8VI16	B3GNT9
O54905	B3GALT2
Q09200	B4GALNT1
Q9JMK0	B4GALT5
Q8R087	B4GALT7
P56818	BACE1
Q91YN9	BAG2
Q8CI32	BAG5
Q61334	BCAP29
O08686	BARX2
A2AQH4	BCORL1
O35153	BET1L
Q9CWT2	BEX4
P12265	GUSB
Q91WS4	BHMT2
Q99MQ1	BICC1
Q3UGY8	ARFGEF3
Q9WU60	ATRN
P28658	ATXN10
P0C7T6	ATXN1L
P54254	ATXN1
Q99LS0	ECRG4
P70295	AUP1
O70126	AURKB
O88445	AURKC
Q08ED0	BCL2L15
Q9CW73	B3GAT1
Q91V12	ACOT7
O54962	BANF1
P18572	BSG
Q9DBI2	BBS10
Q9CWF6	BBS2
Q9CZQ9	BBS5
Q99NF1	BCO2
Q8K019	BCLAF1
Q571C7	BDP1
Q8C6D4	BEND5
Q8BGM5	BEST2
Q6NVD9	BFSP2
P23780	GLB1
Q6PB60	BHLHB9
Q9CY64	BLVRA
Q9QUK4	NAIP2
P32299	BDKRB2
Q8R015	BLOC1S5
P62951	BLCAP
Q9QUN3	BLNK
Q923D2	BLVRB
Q91ZE9	BMF
Q9Z0L4	BMP15
P98063	BMP1
Q61687	ATRX
P59509	ADAMTS19
Q8QZR1	TAT
O70305	ATXN2
Q8R4I1	ATXN7
P27038	ACVR2A
O35625	AXIN1
Q8BVM4	AZIN2
P70345	BCL2L2
Q8BG28	B3GALNT2
Q8BHT6	B3GLCT
Q8BGY6	B3GNT5
Q8K0J2	B3GNT7
Q8R3I9	B3GNT8
Q3U129	B3GNTL1
Q9Z0F0	B3GALT4
Q9JI67	B3GALT5
Q6L8S8	B4GALNT3
Q9WVK5	B4GALT6
Q8VHV1	BAALC
Q91X34	BAAT
Q9JLV1	BAG3
Q8CI61	BAG4
Q9Z1R2	BAG6
Q8VBU8	BANP
Q61335	BCAP31
Q91XV3	BASP1
Q9QXA6	SLC7A9
Q8R1H8	BATF2
Q99ML1	BBC3
Q8K2G4	BBS7
P24288	BCAT1
O08664	BCL7C
Q67FY2	BCL9L
Q8CGN4	BCOR
Q8BSV3	BEND7
O88870	BEST1
O35623	BET1
Q9WTZ8	BEX2
Q3TZW7	BEX6
P38649	ABO
Q8BGW3	BHLHE23
O35490	BHMT
Q80Y61	BAIAP2L2
Q9JI08	BIN3
Q9JIB6	NAIP6
Q61125	BDKRB1
Q91Z96	BMP2K
P21274	BMP2
P23359	BMP7
Q8CEI1	BOLA3
P97452	BOP1
Q9CQX3	BPIFA5
Q80ZU7	BPIFB3
P20293	T
Q3UQU0	BRD9
Q9JLZ3	AUH
E9Q6Z5	AUNIP
Q9QYP6	AZI2
O54918	BCL2L11
Q9CPT0	BCL2L14
Q07440	BCL2A1
P13808	SLC4A2
P16283	SLC4A3
Q920V1	B3GALNT1
Q9ER42	BARX1
Q9D275	BATF3
O35284	BATF
Q91YE5	BAZ2A
Q3V079	BBOF1
Q9QYE3	BCL11A
Q9R069	BCAM
Q9EQ32	PIK3AP1
Q61140	BCAR1
Q9CWI3	BCCIP
O55028	BCKDK
Q9Z0H7	BCL10
O88282	BCL6B
Q921K9	BCL7B
Q6PAJ1	BCR
Q9CZP5	BCS1L
E9Q6J5	BOD1L
P0DM65	BECN2
A2AMT1	BFSP1
Q921C5	BICD2
A0JNT9	CCDC64
P70444	BID
O08539	BIN1
Q9WTL8	ARNTL
Q9R229	BMP10
P55105	BMP8B
O35914	BNC1
Q8BMQ3	BNC2
Q9Z0X0	CDC42EP5
Q920N2	HLCS
Q7JJ13	BRD2
Q9ESU6	BRD4
Q91Y44	BRDT
Q91VR8	BRK1
Q8R2Q8	BST2
Q62556	BTN1A1
A4QPC6	BTN2A2
P58544	BTBD1
P58545	BTBD3
Q6GQW0	BTBD11
Q8R149	BUD13
Q9JKK8	ATR
P58459	ADAMTS10
Q811B3	ADAMTS12
Q8C9W3	ADAMTS2
Q8BNJ2	ADAMTS4
Q68SA9	ADAMTS7
Q7TQH0	ATXN2L
Q9CVD2	ATXN3
Q80TZ3	DNAJC6
Q9D9K3	AVEN
Q9D7H4	AVPI1
Q64373	BCL2L1
Q9Z0F3	BCL2L10
P59017	BCL2L13
P97303	BACH2
O88379	BAZ1A
Q9Z277	BAZ1B
Q9QZK2	BCAR3
O35855	BCAT2
P41183	BCL6
Q80XN0	BDH1
P21237	BDNF
O88597	BECN1
Q9WTZ9	NGFRAP1
P82198	TGFBI
Q5RJB0	BHLHA9
O35185	BHLHE40
Q99PV5	BHLHE41
G3X9K3	ARFGEF1
O70337	BIK
O70201	BIRC5
Q8CBX9	BIVM
Q9CWG9	BLOC1S2
Q8VED2	BLOC1S4
P25916	BMI1
O35607	BMPR2
Q9Z2F7	BNIP3L
Q99MP8	BRAP
P48754	BRCA1
P28662	BRI3
Q3URV1	TBC1D32
O54798	BRS3
Q810B3	BSX
Q8VIM4	BSND
O88737	BSN
Q3UW26	BSPH1
Q9ER10	PRSS22
Q9DB72	BTBD17
Q05928	BTC
Q91ZW9	CD209C
Q91ZW7	CD209E
Q9D211	CDKN2AIPNL
Q5HZI2	C2CD4CC2CD4
Q52KB6	C2CD3
A2AE42	CYB561D1
Q8BW93	C5AR2
Q3UFB2	ZNHIT6
Q9JJS6	BCO1
P10417	BCL2
A2A5R2	ARFGEF2
Q9JIB3	NAIP7
O08863	BIRC3
Q9R0C0	BLOC1S6
Q2VPD4	ARNTL2
P49003	BMP5
P34821	BMP8A
P20722	BMP6
Q8CJ69	BMPER
Q5SQY2	BOD1
Q8BGS2	BOLA2
Q924M5	BOLL
P97929	BRCA2
Q8K2Q7	BROX
Q9DCA5	BRIX1
Q80Y55	BSDC1
Q8CIF4	BTD
Q64152	BTF3
Q04211	BTG2
Q91VK1	BZW2
P14106	C1QB
Q02105	C1QC
O88992	C1QL1
Q9QXP7	C1QTNF1
Q8BVD7	C1QTNF7
Q4ZJN1	C1QTNF9
Q922D8	MTHFD1
P79621	CIITA
Q9Z1L5	CACNA2D3
Q61112	SDF4
Q91ZM8	CABP7
O55017	CACNA1B
Q01815	CACNA1C
Q02789	CACNA1S
P54285	CACNB3
Q8R0X2	CACUL1
Q8CGU1	CALCOCO1
P47934	CRAT
P70408	CDH10
P04919	SLC4A1
P58158	B3GAT3
Q1RLK6	B3GNT4
Q91Z92	B3GALT6
Q9R1S0	B9D1
O70479	TNFAIP1
Q3UHR0	BAHCC1
Q497V6	BAHD1
Q80TT2	BAIAP3
Q8CDJ3	ATG14
O08734	BAK1
Q9D0L6	BAMBI
Q5SUD9	BBS12
Q9D219	BCL9
Q9EQG5	BEAN1
P86174	BEND4
Q6H1V1	BEST3
Q9R224	BEX1
Q9D2C7	TMBIM6
Q8CHW5	CCDC64B
Q9R016	NAIP5
O88738	BIRC6
O55102	BLOC1S1
Q8BS90	BORA
Q8BHX3	CDCA8
Q91W92	CDC42EP1
Q8C186	BPIFC
P28028	BRAF
Q8C3R1	BRAT1
Q8K2F0	BRD3
O88665	BRD7
Q8R3B7	BRD8
Q5DTM8	RNF20
Q3U319	RNF40
Q3UAW9	BRF2
Q8BXV2	BRI3BP
A2AHJ4	BRWD3
Q9Z2E9	BSCL2
Q9JK39	BTNL10
Q9QWF0	CHAF1A
P16015	CA3
P23589	CA5A
Q9QZA0	CA5B
Q8VHB5	CA9
P12658	CALB1
Q08331	CALB2
Q99MP3	CALCB
Q60755	CALCR
Q8C1B1	CAMSAP2
Q80VC9	CAMSAP3
P51437	CAMP
Q6J756	CAPN11
Q9ER56	CAPN12
Q3UW68	CAPN13
Q9JLG8	CAPN15
Q6ZQ38	CAND1
Q9D3A8	NOS1AP
Q8R079	BFAR
Q9QYC3	BHLHA15
Q8C6A8	BHLHE22
Q9DBJ3	BAIAP2L1
Q8BR07	BICD1
D3Z6Q9	BIN2
Q5U5M8	BLOC1S3
P16277	BLK
P21275	BMP4
Q91YP1	BCDIN3D
Q99JU7	BNIPL
Q6AZB0	BOC
Q9D8S9	BOLA1
Q9D9J8	BPIFA3
Q61114	BPIFB1
Q8C1E1	BPIFB2
A2BGH0	BPIFB4
Q8BU51	BPIFB6
Q99N20	BRMS1
Q6DFY8	BRINP2
Q5RJI5	BRSK1
Q9CQH7	BTF3L4
Q8CFE5	BTBD7
Q7TSA3	BTLA
Q8BJE2	BTNL9
Q9WVA3	BUB3
Q6PGH1	BUD31
Q8VC97	UPB1
O54825	BYSL
Q9CQC6	BZW1
Q3TMW1	CCDC102A
O35127	GRCC10
Q9D6W7	CD164L2
Q8CI33	CWF19L1
Q8BG79	CWF19L2
O35473	C1D
Q9JMG2	C1GALT1C1
Q91ZW8	CD209D
Q497N6	CEP295NL
Q80X80	C2CD2L
Q7TPS5	C2CD5
Q8K1A6	CC2D1A
Q99JA0	CALCA
Q8CDE2	CCIN
Q91WQ9	CALML4
Q9ESK3	CAPN10
O08688	CAPN5
Q9R1S8	CAPN7
P40124	CAP1
Q8BYR5	CADPS2
Q8CIS0	CARD11
Q9QWK5	NAIP1
Q62210	BIRC2
A2AWP0	BIRC7
Q8R016	BLMH
O88700	BLM
Q8BHE5	BMP3
P36895	BMPR1A
P36898	BMPR1B
P97504	BMX
Q924Y0	BBOX1
Q8R164	BPHL
Q67E05	BPI
Q9Z0S1	BPNT1
Q7M757	C6.1AL
P46737	BRCC3
Q920P3	BRINP1
P62325	BTG1
P50615	BTG3
O70355	BTNL2
Q9Z1S0	BUB1B
P98086	C1QA
O35658	C1QBP
Q3V3R1	MTHFD1L
Q8CFW7	CC2D2A
O09047	C3AR1
Q8BGH7	CDC42SE2
Q9EQG9	COL4A3BP
Q9CZB0	SDHC
P30993	C5AR1
A2AGB2	GM12695
Q9JLK4	CABP2
Q8C633	CABS1
P97445	CACNA1A
Q8CC27	CACNB2
Q5RJH3	CDH12
Q9R100	CDH17
P39038	CDH4
P70407	CDH9
P13634	CA1
Q6PDJ1	CACHD1
P70160	CALCA
Q9JM83	CALM4
P62204	CALM1
Q9DCA7	CALY
Q3UHL1	CAMKV
P49070	CAMLG
O35350	CAPN1
O08529	CAPN2
Q91VA3	CAPN8
Q63810	PPP3R1
Q9CYT6	CAP2
P24452	CAPG
Q60865	CAPRIN1
A2AIV8	CARD9
P70677	CASP3
O89094	CASP14
Q9QY96	CASR
Q3U1T3	BRMS1L
Q499E0	BRINP3
Q64277	BST1
Q8K2J9	BTBD6
D3YUB6	BTBD8
O70552	BTG4
P35991	BTK
Q7TST0	BTNL1
O08901	BUB1
Q2VLH6	CD163
Q80U49	CEP170B
Q9ESN4	C1QL3
Q9D8U4	C1QTNF2
Q9ES30	C1QTNF3
Q8K479	C1QTNF5
Q8CFG9	C1RB
Q3UZ09	C1RL
Q91ZX1	CD209A
Q8CJ91	CD209B
Q8BHL7	CDC42SE1
Q8VHC5	CABP4
Q99246	CACNA1D
Q61290	CACNA1E
Q8R0S4	CACNB4
Q6PFX6	CDH24
P09803	CDH1
P10287	CDH3
P55284	CDH5
Q8BM92	CDH7
O70354	CA11
Q9D6N1	CA13
Q9WVT6	CA14
P14211	CALR
P35564	CANX
A2AHC3	CAMSAP1
O35646	CAPN6
Q8BI72	CDKN2AIP
P10598	CSN2
Q6TDU8	CASC1
Q6P2L7	CASC4
Q66JQ7	CASC5
O35177	NEDD9
P70343	CASP4
O08738	CASP6
O89110	CASP8
Q9CS00	CACTIN
P06797	CTSL
P56203	CTSW
P49817	CAV1
Q9WVC3	CAV2
Q5NCY3	CYB5D1
Q80XL1	CBLC
P15089	CPA3
Q5U901	CPA6
Q80V42	CPM
O54940	BNIP2
O55003	BNIP3
O35425	BOK
Q8JZX9	CDC42EP2
Q9CQC5	CDC42EP3
Q9JM96	CDC42EP4
P97361	BPIFA1
P07743	BPIFA2
Q8K3W0	BRE
Q69Z98	BRSK2
Q921C3	BRWD1
Q0Q236	BSPH2
Q80YW5	BSPRY
Q8C726	BTBD9
Q80X66	BTBD10
E9Q173	BTBD16
Q2L4X1	BZW2
Q8CFR0	C1QL2
Q4ZJM9	C1QL4
O89103	CD93
Q6IR41	C1QTNF6
Q8CG16	C1RA
P0CG09	C2CD4D
Q8BRN9	CC2D1B
P08607	C4BPA
Q9WUF3	CASP8AP2
O08532	CACNA2D1
Q6PHS9	CACNA2D2
Q5RJF7	CACNA2D4
Q8VDY9	CAAP1
Q9ESJ1	CABLES1
Q9JLK7	CABP1
Q9JLK3	CABP5
Q9JJG7	CALN1
Q9WTP5	CDH22
Q99PF4	CDH23
P59862	CDH26
P97326	CDH6
P97291	CDH8
Q8BLQ9	CADM2
Q9D6P8	CALML3
Q9D9Q6	CALR3
Q9R1W5	CALCRL
O35887	CALU
Q64691	CAPN3
Q6ZQ73	CAND2
Q8VCF1	CANT1
Q05A80	CAPRIN2
Q80TJ1	CADPS
Q6P8Y1	CAPSL
P47757	CAPZB
Q9D1I2	CARD19
O09161	CASQ2
Q9R014	CTSJ
P51637	CAV3
P47754	CAPZA2
P48758	CBR1
P08074	CBR2
P83917	CBX1
Q61686	CBX5
Q8C7V8	CCDC134
Q3TVA9	CCDC136
Q3UYG1	CCDC160
A2AJB1	CCDC183
P86792	CCL21B
Q6PDY0	CCDC85B
Q8R344	CCDC12
Q8CE13	CCDC17
Q7TQK5	CCDC93
Q9DBT3	CCDC97
O88875	CD160
P15539	CYP11B2
Q9JJ06	C1GALT1
Q8R066	C1QTNF4
Q9WUE3	CYB561D2
Q06138	CAB39
Q8K3M5	CABLES2
P33146	CDH15
P15116	CDH2
Q8R5M8	CADM1
Q8CAK1	IBA57
Q9D0N7	CHAF1B
P00920	CA2
Q64444	CA4
Q8VEC4	CALHM2
Q9D805	CAPN9
Q63811	PPP3R2
P58660	CARD10
Q3UFQ8	LRRC16B
Q9DB16	CAB39L
Q641K1	AGTPBP1
Q09LZ8	AGBL4
Q91WT9	CBS
O55187	CBX4
Q8VE99	CCDC115
Q8R0K4	CCDC137
Q6P5U8	CCDC148
Q6GQT0	CDC14A
Q3UI66	CCDC34
Q5SV66	CCDC42
Q9DAL3	CCDC54
Q8C4J0	CCDC60
E9PVD1	CCDC62
Q3TCJ8	CCDC69
Q3TVC7	CCNDBP1
Q61457	CCNE1
Q9Z238	CCNE2
P51944	CCNF
P51945	CCNG1
Q5SRT8	CCNJL
Q8C0C4	CCSER1
Q8BIF0	CD99L2
Q9D424	CABYR
Q9JIS7	CACNA1F
O88427	CACNA1H
Q8R3Z5	CACNB1
A2A6M5	CALCOCO2
P55288	CDH11
Q9WTR5	CDH13
O88338	CDH16
Q9Z0M3	CDH20
Q99N28	CADM3
Q8R464	CADM4
Q5IR70	CAGE1
P61215	CA10
Q8CI85	CA12
Q99N23	CA15
P18761	CA6
Q9ERQ8	CA7
P28651	CA8
D3Z291	CALHM1
Q6EDY6	LRRC16A
P19228	CSN1S1
Q8K3W3	CASC3
Q08EC4	CASS4
Q91ZF2	CTS7
Q9JIA9	CTSR
Q8CDK2	AGBL2
Q09M05	AGBL1
O89001	CPD
Q9CVN6	CBY3
A0AUP1	CCDC112
Q8C5T8	CCDC113
Q80X53	CCDC116
Q8BIS8	CCDC126
Q8BXX9	CCDC169
Q3UHB8	CCDC177
Q4QRL3	CCDC88B
Q8VHI7	CCDC65
Q8VEG0	CCDC71
D3Z5T1	CCDC78
Q8R2G6	CCDC80
Q8CDL9	CCDC87
Q8VHW2	CACNG8
O89093	CCL20
P10855	CCL3
P51670	CCL9
Q8VCC6	CCM2L
Q7TQK0	CCNT2
Q640L3	CCPG1
Q9JL21	CCR10
P51678	CCR3
Q8CII2	CDC123
P10810	CD14
Q61490	ALCAM
P08920	CD2
P11942	CD3G
Q61735	CD47
P18181	CD48
Q64389	CD52
Q61451	CD53
O55186	CD59A
P61809	CDK5R1
P21855	CD72
P11911	CD79A
Q8BMD5	CDADC1
Q9JJ66	CDC20
Q3V3V9	RLTPR
Q9WVG6	CARM1
P29452	CASP1
Q8C3Q9	CASP9
P97821	CTSC
P28293	CTSG
B9EKE5	CATIP
Q8BUG5	CAPS2
Q06770	SERPINA6
Q9R171	CBLN1
Q8CEG5	CCDC28B
E9Q6B2	CCDC85C
Q8CH18	CCAR1
Q8VDP4	CCAR2
Q9JIG7	CCDC22
Q78PG9	CCDC25
Q8CDN8	CCDC38
Q9D5Y1	CCDC39
Q9D024	CCDC47
Q3URS9	CCDC51
Q9D9B0	CCDC70
Q4VA36	CCDC84
Q9D6J3	CCDC94
D3YZP9	CCDC6
Q9D541	CCDC7
Q9CQL2	CCER1
Q9JJV4	CACNG4
Q9JJV3	TMEM37
O08786	CCKAR
Q9JKC0	CCL24
Q9Z1X0	CCL27
P24860	CCNB1
Q62447	CCNC
P30280	CCND2
O35566	CD151
Q62192	CD180
P11610	CD1D2
Q8VE98	CD276
P31041	CD28
Q9CZP7	CDC37L1
P04235	CD3D
P58019	CD59B
P37217	CD69
O55237	CD70
P35762	CD81
P40237	CD82
O88324	CD83
Q922M5	CDCA7L
Q8R349	CDC16
Q8BGZ4	CDC23
Q99M54	CDCA3
Q8VHP6	CDHR1
Q8VHF2	CDHR5
Q69ZA1	CDK13
Q9JHU3	CDK20
P49615	CDK5
Q03147	CDK7
Q8CEQ0	CDKL1
A2A6T1	CDR2L
Q99KF0	CARD14
P56388	CARTPT
P29594	CASP2
P97864	CASP7
P24270	CAT
P55097	CTSK
Q9JL96	CTSM
O70370	CTSS
P70190	CAPZA3
Q8BGU2	CBLN2
Q8BME9	CBLN4
Q7TPZ8	CPA1
Q504N0	CPA2
Q6P8K8	CPA4
Q09M02	AGBL5
Q00493	CPE
Q9JJN5	CPN1
Q8K354	CBR3
Q91VT4	CBR4
Q9DBY5	CBX6
Q9QXV1	CBX8
Q9D4K7	CCDC105
Q3ULM0	CCDC106
Q9DCC3	CCDC107
Q3V125	CCDC110
Q3UX62	CCDC114
Q6PB51	CCDC117
Q8BVN0	CCDC122
Q8C963	CCDC159
Q0VG85	CCDC162P
E9Q1U1	CCDC171
Q3MI99	CCBE1
D3YV10	CCDC13
Q8K2J4	CCDC14
Q6PHN1	CCDC57
Q8R3Q6	CCDC58
Q3UJV1	CCDC61
Q8CDV6	CCDC63
Q6NS45	CCDC66
Q8BVC4	CCDC68
Q8CDM4	CCDC73
Q9D5W4	CCDC81
Q6PG04	CCDC82
Q9D8L5	CCDC91
Q9CR92	CCDC96
Q9D6Y1	CCDC3
O70578	CACNG1
Q8VHW4	CACNG5
Q8VHW3	CACNG6
P53702	HCCS
Q61456	CCNA1
P30276	CCNB2
Q810T2	CCNB3
Q3TZI6	CCNJ
Q8BGU5	CCNY
P51675	CCR1
Q8QZT2	CCSAP
A2A6Q5	CDC27
Q9Z1X9	CDC45
Q8JZM7	CDC73
Q9CPY3	CDCA5
P56389	CDA
Q8VDP6	CDIPT
Q04899	CDK18
P11440	CDK1
P30285	CDK4
Q3TZA2	CDKL4
Q3UTQ8	CDKL5
P55271	CDKN2B
Q8R3A2	CDPF1
Q8R4E9	CDT1
Q07424	CDX4
Q9D5D8	CDYL2
Q8VEB3	D1ERTD622E
Q8BI22	CEP128
Q5DU05	CEP164
Q6A065	CEP170
Q6A078	CEP290
Q8BTE5	CEBPZOS
Q91WM2	CECR5
Q9CQ52	CELA3B
Q9Z0H4	CELF2
Q9QYM8	CENPH
Q569L8	CENPJ
Q9CZW2	CENPN
Q9CQ82	ITGB3BP
Q9CQA8	CEP19
Q5HZK1	CEP44
Q6IRU7	CEP78
Q8BVV7	CEP95
Q66L44	CBARP
Q3TTA7	CBLB
Q9JHG0	CBLN3
P22682	CBL
Q8R4V4	CPZ
P45481	CREBBP
Q8VDS3	CBX7
Q9D1C2	CBY1
Q9D516	CCDC130
Q6PFY9	CDC14B
Q6RUT8	CCDC154
Q5SPX1	CCDC157
A0JLY1	CCDC173
E9PVB3	CCDC175
Q8BMK5	CCDC184
Q8BHG3	TMEM30B
Q5SP85	CCDC85A
O88602	CACNG2
Q9JJV5	CACNG3
P62956	CACNG7
Q8K2I2	CCHCR1
P27784	CCL6
Q9Z121	CCL8
P51943	CCNA2
P25322	CCND1
P30282	CCND3
O08918	CCNG2
Q9Z2V9	CCNI
O88874	CCNK
Q9WUT7	CCR9
Q8C1Y8	CCZ1
P56528	CD38
P24161	CD247
P15379	CD44
P06332	CD4
O35926	CDK5R2
P13379	CD5
P41731	CD63
Q61003	CD6
P50283	CD7
Q00609	CD80
Q61081	CDC37
Q9CWM2	CDCA4
Q9D0M2	CDCA7
Q5U462	CDCP1
Q8BQH6	CDCP2
Q9DB75	CDIP1
Q64261	CDK6
Q8R3L8	CDK8
Q99J95	CDK9
Q8BLF2	CDKL3
Q810P3	CDKN3
P53569	CEBPZ
Q91X79	CELA1
O35216	CENPA
Q9CZ92	CENPP
Q9D084	APITD1
Q9CXS4	CENPV
Q99NF3	CEP41
Q8CEE0	CEP57
Q9D3R3	CEP72
Q9CZ62	CEP97
Q8BGS7	CEPT1
Q8K4Q7	CERK
Q80UY1	CARNMT1
Q8VHI4	CARF
Q7TN73	CASD1
P06796	CSN3
O08736	CASP12
P70403	CUX1
O09165	CASQ1
Q9CWL2	CASZ1
P10605	CTSB
P18242	CTSD
P70269	CTSE
Q9R013	CTSF
P49935	CTSH
Q8BM88	CTSO
Q9WUU7	CTSZ
P47753	CAPZA1
Q3V0A6	GM5592
Q8R4H4	CPA5
Q9JHH6	CPB2
Q8CDP0	AGBL3
Q9WVJ3	CPQ
Q8VEH6	CBWD1
P30658	CBX2
P23198	CBX3
Q9D9P2	CCDC103
Q3V0B4	CCDC108
Q9D8X2	CCDC124
Q5U465	CCDC125
Q8CDI7	CCDC150
P0C7Q1	CCDC153
Q9D162	CCDC167
Q810N9	CCDC172
J3QM76	CCDC179
Q9D9C6	CCDC182
P51676	CCR1L1
P86793	CCL21C
Q9D4D7	TMEM30C
Q8C3X2	CCDC90B
Q640L5	CCDC18
Q3V036	CCDC27
Q8BVF4	CCDC30
Q8BI79	CCDC40
Q810U5	CCDC50
Q9CR27	CCDC53
D3YZV8	CCDC8
Q8VC31	CCDC9
P09240	CCK
P48298	CCL11
P10146	CCL1
O70460	CCL19
P30882	CCL5
P51680	CCR4
P51682	CCR5
Q3UHI0	CCSER2
Q9WU84	CCS
Q8BGN2	D3ERTD751E
Q3UR78	GM1673
Q3UMM4	CDK10
Q14AX6	CDK12
P39689	CDKN1A
Q60772	CDKN2C
Q8CC36	CDNF
P51480	CDKN2A
P97817	CDR2
Q99L43	CDS2
Q3V2D2	GM94
Q5PR68	CEP112
Q0VBV7	CEP126
Q61400	CEACAM10
P53566	CEBPA
P28033	CEBPB
P53568	CEBPG
Q8CIN6	CELF3
Q7TSY6	CELF4
O35161	CELSR1
Q64285	CEL
Q8BI06	CEMIP
Q8K1K4	CENPI
Q3UPP8	CEP63
Q6IQY5	CEP70
Q0VEJ0	CEP76
P27545	CERS1
Q9D6J1	CERS4
Q9D6K9	CERS5
P41209	CETN1
Q8K4K1	CETN4
Q9D439	CFAP53
Q9D180	CFAP57
P03953	CFD
P97766	CFC1
Q9CQG1	CHAC2
Q9D1L0	CHCHD2
Q3TC33	CCDC127
Q14B48	CCDC129
Q0VF22	CCDC138
Q8CAI1	CCDC142
Q8BSN3	CCDC151
Q3U155	CCDC174
Q8CDV0	CCDC178
Q80ZU5	CCDC181
Q8C9S4	CCDC186
Q8C5V8	CCDC187
Q6NZQ0	CCDC189
Q3URK1	CCDC190
P84444	CCL21A
Q8VEK0	TMEM30A
Q8C9M2	CCDC15
Q3ULW6	CCDC33
Q6PDM4	CCDC36
Q9CR29	CCDC43
Q9CZH8	CCDC77
Q9D4V3	CCDC83
Q9JJ89	CCDC86
Q9DA73	CCDC89
Q8VDN4	CCDC92
Q8K2Y9	CCM2
Q52KE7	CCNL1
Q9JJA7	CCNL2
P0C242	CCNO
Q9QWV9	CCNT1
P51683	CCR2
O54689	CCR6
P56484	CCR8
P47774	CCR7
O35457	CCRL2
Q8R2S8	CD177
P25918	CD19
P24807	CD24
Q9CWK3	CD2BP2
P10300	CD8B
Q8CC12	CDAN1
P60766	CDC42
Q6A068	CDC5L
O35495	CDK14
Q9CPY4	CDK2AP2
Q9QUK0	CDKL2
P49919	CDKN1C
P46414	CDKN1B
Q60773	CDKN2D
Q32MD9	CDON
